young,middle,old
0.07762256151781874,0.015876287269942786,0.01450226890691269
0.046258809738224244,0.026472559220985487,0.014282140282578598
0.024805724575251376,0.036562881051779655,0.027470822412088508
0.02381904093987587,0.06770051233248012,0.016381776977633017
0.11206100826168205,0.05045617613551265,0.064263505620935
